Date,Open,High,Low,Close,Volume
2018-11-06,107.74123527900898,107.69116959981872,107.11961510833324,107.42372591572817,1793915
2018-11-07,108.66184338843469,108.61135124290581,108.45976915054793,108.55584845066704,143798
2018-11-08,108.5230863263803,109.30886948325757,108.6653893341885,108.69855046589056,3522880
2018-11-09,109.22437524842256,109.62245708923189,108.71809688340534,109.2037332326043,3344914
2018-11-12,110.30315979270563,110.95108455844371,110.22110474244249,110.27580801377499,4906806
2018-11-13,108.18619089751569,108.54938805588367,107.70863164404108,107.92399570711761,2037095
2018-11-14,107.31094855913003,108.97497401649449,107.14901111579547,107.43995868584699,2181312
2018-11-15,106.88036008588897,106.91211662969587,106.41132404754521,106.7165845558524,2853803
2018-11-16,105.73935126439862,106.03876225069259,105.531869912612,105.73050067503867,2021805
2018-11-19,105.64083258043863,105.58618552424127,104.87066130113831,105.32662923352834,3945802
2018-11-20,108.02566652232852,108.7227155766273,107.36311804952635,107.74748590513188,2197756
2018-11-21,106.4309917496052,106.70969264527405,106.07590365302617,106.38907885606656,3939751
2018-11-22,107.92131553707446,108.56799999708782,107.92482246662246,107.97795702023292,2185165
2018-11-23,105.42467922257441,106.07994773224587,105.18898730017455,105.31796981077126,1202982
2018-11-26,104.78386681271085,105.72440042838957,104.26430291572497,104.82169696883395,4954061
2018-11-27,105.46267074987786,105.25284060737657,104.76674251794518,105.10943847712086,2679774
2018-11-28,106.08623927401779,106.27095923069218,105.73631790989026,106.06959269555574,3563213
2018-11-29,107.1524083083229,107.40510694223322,107.14212708112169,107.23941006153588,2997195
2018-11-30,108.4559790761913,108.6495975769776,108.33036178631399,108.5557668124059,1860003
2018-12-03,107.75974070179724,108.5427718483929,107.5767019235837,108.02180929911198,4863485
2018-12-04,107.42687322264759,107.32477743129992,107.26731447450591,107.30742736622183,1920361
2018-12-05,108.55165442127024,109.01848570523605,108.6788715933833,108.72997401477988,4966154
2018-12-06,108.68913436842382,108.5572281949409,107.2496978412172,108.45094393935359,2210904
2018-12-07,106.15214838135621,106.60942783615955,106.31050166111125,106.42735569913242,210980
2018-12-10,104.6914851721021,105.40112205664695,104.58252152112604,104.6648497578226,279889
2018-12-11,103.49976677656954,104.28335123364808,103.17945644120393,103.26221746480324,4870921
2018-12-12,103.61842689829774,104.20247902112233,103.32963465527594,104.06638002014648,2686300
2018-12-13,104.74132688628086,104.34970375551181,103.68607319342654,104.3202350145804,1999417
2018-12-14,105.3482679260011,106.11598489960328,105.00321775649564,105.43795032499335,4075766
2018-12-17,104.82538780235227,104.81387949906808,103.42707944787855,104.79581539110907,3124031
2018-12-18,105.19693688548116,105.10508547098244,104.82417869312853,105.07684472240852,3336782
2018-12-19,106.25342020982193,107.24309168316215,105.88944899447074,106.0993365875603,3458699
2018-12-20,105.69770843041883,106.12321044196136,105.37047277584684,105.63984231831628,1072262
2018-12-21,106.61028674436302,106.61470761527818,105.8087736710892,106.39804720033487,532518
2018-12-24,105.48786653683088,105.58240706415937,104.92501599943685,105.37846878299528,3667367
2018-12-25,105.20681735315823,105.44234680453349,104.7967926708099,104.83760423303798,206862
2018-12-26,104.3792152461768,104.35289587863095,104.07706910818482,104.27028875873661,3625347
2018-12-27,102.84987853093321,102.97104966224838,101.92168319924176,102.44733518369469,736676
2018-12-28,103.41541026401434,103.63045843171602,103.2191766960549,103.22937465363165,1386442
2018-12-31,102.16553378645898,102.58469304766713,102.11633196851139,102.5358420056539,3568016
2019-01-01,103.1215556428073,102.82587006053201,101.70551737768332,102.58583136472514,3152085
2019-01-02,103.24054757695836,103.68451810707474,103.13120542741595,103.35927515844583,3929529
2019-01-03,104.39644451416586,104.32858215091109,103.69238092220478,104.08511676726017,3093650
2019-01-04,105.16634734288799,105.26329847152527,103.96369995910526,105.16071210777147,334461
2019-01-07,105.25988854829326,105.36753459710691,105.00462428975247,105.036981113598,4214959
2019-01-08,104.25972147095489,104.472321085755,104.00395176166059,104.40348066026604,1157147
2019-01-09,104.4405435262296,104.73702703994012,103.69198209025498,104.31000069877574,766754
2019-01-10,101.68204263458587,101.78167475991872,101.45279690605417,101.73355858495195,4404841
2019-01-11,99.89339506328851,99.96961649188945,98.70033136034343,99.57892420096432,1054708
2019-01-14,97.737664380491,98.07717862638899,97.38327926711189,97.65199074084518,2726754
2019-01-15,96.41111315668937,96.61808173138391,95.83753385653756,96.23097980186776,2481250
2019-01-16,96.41968743584322,97.71431342643051,96.62757680147135,96.8388207402928,3870596
2019-01-17,95.54473897737421,96.2985831432198,95.45613826693824,95.5610938151368,316311
2019-01-18,95.1271194675042,95.17105023562951,94.78058893077956,95.04907436172422,622787
2019-01-21,96.9920372331551,97.7797646063852,96.865817647369,96.9486788936346,2136411
2019-01-22,96.64633305681096,96.80518324076989,96.08561221827526,96.46090486770028,2418984
2019-01-23,97.49181760545022,97.93974788311674,96.66055431663449,97.56321519466819,3962273
2019-01-24,96.24469291761821,96.36987675666198,96.06608297597701,96.2353028339634,3068086
2019-01-25,96.19471010384768,96.21369771309743,95.59575324099147,95.9679901867762,828700
2019-01-28,94.2071965323491,95.30138673996956,93.49402981226177,94.63849995062922,4896519
2019-01-29,94.29770765054575,94.67989225233715,93.58555687012617,94.18668970489527,2353748
2019-01-30,95.34629769385717,95.79076870040504,94.70933578785726,95.4100096027657,4826496
2019-01-31,92.82791345809271,93.09589242511451,92.98372789754409,92.99760025058991,4949869
2019-02-01,93.69669399420214,93.81646889414145,93.37207133829372,93.63367025235975,353201
2019-02-04,94.22711375814441,94.22963404293623,93.73386987012552,93.99636184565891,2579008
2019-02-05,93.38399393716874,93.61491046382861,92.8908116245152,93.19031764968929,2167970
2019-02-06,91.19341568345706,91.30863496980278,90.96852799137702,91.21806518197741,2541786
2019-02-07,91.50419819006223,91.56772240382585,90.97489189715739,91.34421045626432,1618706
2019-02-08,90.80616166350264,90.76626808585873,90.37286769471851,90.64878306627661,2838088
2019-02-11,90.97710649972407,91.02153238463202,90.48028712320937,90.99300684895285,2511761
2019-02-12,90.92393839735627,91.09910358716995,90.6064349340932,91.05014857181779,1011421
2019-02-13,93.1737328422713,93.39259262966587,92.96276084930612,93.29225767610349,1513706
2019-02-14,93.14161632872866,93.34497555976586,92.64473848826283,92.98579940187658,821103
2019-02-15,91.5888946899596,91.85086302939264,91.30094338149112,91.59661570095692,4233643
2019-02-18,91.67859268311997,91.89113118129836,91.53427893136002,91.87081991974418,3419037
2019-02-19,91.89145038383698,92.57516208551262,91.74114260781894,92.20214632322534,1998906
2019-02-20,94.28607422200663,94.16132380688143,93.9615886407656,94.12947450707804,2039257
2019-02-21,95.24035379534608,95.35797528062474,94.98857943415966,95.34461855555647,487586
2019-02-22,95.9484928610461,95.97775052102897,95.84282717812457,95.88513431239362,1520542
2019-02-25,98.28553315702531,99.12411104796263,97.54729978955059,98.04244536361887,4629669
2019-02-26,96.08639873363018,96.59089631069843,96.19201455687137,96.33859863326386,253818
2019-02-27,95.43854220583287,95.64869011034929,95.34509912786456,95.44715867527287,816002
2019-02-28,94.12584809193682,94.6610137449468,93.69791481157964,94.15799252822539,4245647
2019-03-01,93.70824634957329,93.68301337332731,93.16090244423276,93.63713028333461,2649607
2019-03-04,91.97823359487195,92.82334197268669,91.39920114334579,91.75084563939679,258411
2019-03-05,92.41058451178714,92.83209025306546,92.49490646367347,92.65695041352383,2499856
2019-03-06,92.48158785296313,92.52600702438522,92.34337660419568,92.3763161820241,3774917
2019-03-07,90.57420462883807,90.74874163472724,89.91193708438125,90.38773044299872,1790853
2019-03-08,89.01474437649225,89.20445012570883,88.7767404697333,89.04793736272639,1971743
2019-03-11,89.46993282206962,89.60592545326915,88.87573679595475,89.49453433131805,3193457
2019-03-12,90.72981296597484,91.03754880270161,90.56253953529838,90.65394479398476,3033570
2019-03-13,93.50265324589029,93.58729331996119,92.96674902819967,93.43821506132892,4524273
2019-03-14,97.75578520997246,98.25677383693288,97.4929965760773,97.64206099235726,1313622
2019-03-15,98.39071366951914,98.32705407159686,98.20858721523197,98.28038793377037,1452743
2019-03-18,96.67120170441399,97.02230378985094,95.1886127853055,96.861432192204,861458
2019-03-19,94.0267487715402,95.10961568132332,93.70711240452513,93.8408937850801,3358109
2019-03-20,94.46668650442415,94.43253354640474,94.0673921653268,94.24675544972455,2713601
2019-03-21,93.16707445741918,93.46744902448316,92.47116062137611,93.13241375932179,1800061
2019-03-22,92.30507658693277,92.90312031609258,91.7295079268987,92.58173958190457,3508526
2019-03-25,91.7420611055968,92.19563620393926,91.7198443944443,91.76311995356448,1945765
2019-03-26,91.63262224928921,92.02594301096198,90.68358983939387,91.597008255859,1057917
2019-03-27,92.88818787740108,93.27093547946048,93.04722392186969,93.10131545301265,2745248
2019-03-28,93.28165889742301,93.40834161101508,92.53988718490477,93.34889587862057,2238158
2019-03-29,92.89239689970645,93.1845571892604,92.97056780066207,93.154976443904,2086441
2019-04-01,91.85796824933345,92.08209380199693,91.0792993884593,91.74653433539078,2278809
2019-04-02,89.52709569865476,89.87629749732744,89.32910432568237,89.49739056338704,4579588
2019-04-03,88.5810414019744,89.35152443736166,88.50081396252303,88.87357466794514,1158297
2019-04-04,88.89099066423671,88.92817045918783,88.52420480957818,88.82855043586977,1451482
2019-04-05,91.23275941218924,91.51723836699334,90.98772765271568,91.24307151204485,2868742
2019-04-08,91.54342723995599,91.60102482293392,91.28382024175093,91.44897612512743,328848
2019-04-09,92.76216944262465,93.210592803001,92.21370887619287,92.8348651640147,815084
2019-04-10,92.02208407528397,92.4820468217096,91.6848202700657,92.16982851313055,2875052
2019-04-11,90.43359297526078,90.91009817815939,90.36671627021275,90.5732287486244,2597770
2019-04-12,89.20213813490297,89.53111590614765,88.7036856992194,89.29825345570227,3298819
2019-04-15,88.36192710744673,88.77563245045839,87.77192909733652,88.35860038907455,655814
2019-04-16,91.27952097706195,91.84618768899207,91.00921486423807,91.2525178120587,4283993
2019-04-17,90.12776473737391,90.44770942770054,89.55560329193048,90.16215616818853,2479157
2019-04-18,91.25338838059704,91.60698491306627,91.22770654888443,91.33071253267477,859629
2019-04-19,90.06576818958338,90.69116180455813,89.99204747083007,90.12911151824326,1626835
2019-04-22,91.88333955062984,92.71053257934001,90.90478152638687,91.42480306133582,1214538
2019-04-23,91.84004613058973,92.7679202905836,91.51076392518293,91.98183155270682,2316006
2019-04-24,91.69106514608622,92.13239241407885,91.75030304452063,91.79350155495443,2399972
2019-04-25,92.36943853607974,92.04763431201695,91.53383089479907,91.76491803155514,2225371
2019-04-26,90.97183243635428,91.28197368656528,90.41286086352952,90.89529617870961,2358937
2019-04-29,91.28035170767276,92.02615121572103,91.2551521437617,91.53297919082456,4548872
2019-04-30,91.09095740230809,91.0739421334715,90.90420253699257,90.93769334123236,4799819
2019-05-01,89.14540145444414,89.85121077959886,88.97474325313301,89.30794886761278,2500684
2019-05-02,87.79792838088287,87.78540384666266,87.16932674305735,87.63859064218067,4818814
2019-05-03,87.85504483623306,87.91484806144355,87.66761830989957,87.89212868384483,4110644
2019-05-06,89.94664329325093,90.24235428759523,89.84130531045012,90.02582926536643,4117801
2019-05-07,90.55973220910312,90.49837733509288,90.11728229794647,90.26921608851679,1205696
2019-05-08,90.23786080711194,90.40751716960733,89.18937352801154,90.13575478025095,2248288
2019-05-09,90.72640145904604,90.71925395286064,90.19447666540393,90.55019269693983,1825205
2019-05-10,92.44961558998926,93.34891149357225,91.81297175288205,92.36926916410458,572610
2019-05-13,92.61913777193425,92.81019978140164,92.664822370505,92.70153915478332,467937
2019-05-14,92.27222077493006,93.01776515257362,91.50658207171612,92.15953649491983,3149923
2019-05-15,93.95641545032832,94.19949864287678,92.62568407611818,93.72973656990314,2161664
2019-05-16,94.38822069530701,95.1839857885143,94.34913706595017,94.36279217930881,4146037
2019-05-17,96.93881377211842,96.5991415062919,96.4051541157106,96.59076968043266,3376629
2019-05-20,97.05047758634467,96.94468343681616,96.69213639512729,96.88567752852155,517348
2019-05-21,95.19129904411385,95.37381412895633,94.97607305411466,95.15095835858172,4207018
2019-05-22,93.29300430590625,94.18365915478266,92.90688697132695,93.24610402744068,2530871
2019-05-23,95.63899490296856,95.87520047994073,94.5984557466133,95.61275166390647,2872983
2019-05-24,97.90088296813902,98.50281240040674,97.65418667786118,98.14649236397082,4831861
2019-05-27,97.89429105203922,98.36774534477632,97.50954205120975,97.9119293369817,3236356
2019-05-28,97.42305234673394,97.86645759640741,97.09937894556028,97.37997407831594,209201
2019-05-29,99.48528385374192,99.58646477391103,99.06864925874535,99.56814149820104,968608
2019-05-30,98.02393561372186,98.04251640801785,97.33205932818652,97.95777943188688,2189105
2019-05-31,96.68500009690537,97.57822922278105,96.27330600621916,96.68088004306729,282309
2019-06-03,97.79874534448162,97.73567974176457,97.5093355129371,97.6476469592072,920615
2019-06-04,97.22927309090115,97.10732803981365,96.30456814381803,97.10049600867919,3979271
2019-06-05,97.15463711829489,97.22664730645262,96.13110535247561,97.12216853875763,799666
2019-06-06,96.6484183572041,97.30756315102772,96.759187467552,96.91342091403178,918487
2019-06-07,97.78358081665108,97.69747106109365,97.0404526086225,97.43462402310503,2572941
2019-06-10,99.51516413425752,99.63143860126718,98.55337011971423,99.54341276273368,546730
2019-06-11,99.69253961091852,99.75393752016686,99.43915250029396,99.7086697723196,1352852
2019-06-12,100.63764950853793,101.01117038870944,99.6391067235011,100.70663775460467,4694055
2019-06-13,97.59066383885958,98.21400894515259,97.00738237101378,97.68608588482272,3194219
2019-06-14,97.94555017475682,97.78772058943116,97.51838636695024,97.64401412306523,4821254
2019-06-17,96.7130315043355,96.66564700514866,96.44141008481313,96.44567554271197,1835825
2019-06-18,94.81106276161042,94.93415953072828,94.30642258925398,94.72687076858817,3119660
2019-06-19,93.49522797123988,93.80095062817095,92.99065291520097,93.5153337968895,1268941
2019-06-20,93.19098961373986,93.27780751759681,92.91586567864513,93.07573988467772,1955322
2019-06-21,94.40553361851244,94.7646345203082,94.37547154115263,94.39160198785028,955813
2019-06-24,92.52470576524553,93.01327150445425,92.42079538934811,92.55991980137426,4182873
2019-06-25,92.69288087322234,93.22848936304314,92.37371471447881,92.63024320574547,1001828
2019-06-26,91.9063792759946,92.80545814827357,91.92633443540261,91.9875413089364,1103127
2019-06-27,91.61018470221111,91.9606506429655,91.50901063837058,91.56398805809772,2372659
2019-06-28,93.0175120230147,92.98599653471878,92.3380544455034,92.97953528949331,2204022
2019-07-01,93.87426639992255,93.76648943926666,93.19417181042421,93.76120238729104,1637808
2019-07-02,95.57134916805796,95.73676262022435,95.46142269461292,95.689839400113,1849384
2019-07-03,95.63260336871524,95.80698483949266,94.67612307601853,95.49697162643214,1545624
2019-07-04,94.36225285080661,95.23578430939834,94.35094608077247,94.53360663914084,4572229
2019-07-05,94.13705246581584,94.28864838656771,93.48019006122715,94.24497552595389,2943830
2019-07-08,94.51670172083854,94.98028884407265,94.36013675088448,94.61679210555977,4606909
2019-07-09,94.69272367036791,94.93699319856204,93.34415133257441,94.89619092972336,4935383
2019-07-10,93.58283783581402,93.7639171274632,92.83627800972414,93.39312608443115,3289341
2019-07-11,93.36673329486979,94.0623936232433,93.22560472952536,93.54803921295381,4145755
2019-07-12,93.76575528671194,94.00700716660673,93.70038827772093,93.89700759199121,642626
2019-07-15,97.78471698961,97.61341681131834,97.34608184888657,97.5398125241655,4752141
2019-07-16,100.24041798084099,100.64560860208263,99.37640916645424,100.35493956596481,2462744
2019-07-17,99.07115119830917,100.19163204217905,98.7772363807441,99.10844425595351,3595830
2019-07-18,98.51194280225242,98.84859975374553,98.26511067905201,98.71174109168392,1302108
2019-07-19,96.75836450825302,96.83173088606702,96.03598782850715,96.59744259532694,567955
2019-07-22,95.93623016903044,96.29005147429113,95.43660462161898,95.77403946809,4436086
2019-07-23,96.39964676486623,96.87676050753657,95.79487376613604,96.25738875853675,2302297
2019-07-24,98.14912669741894,98.81965631121942,97.35361426763474,98.04372384535075,778173
2019-07-25,97.02070901179424,97.4543491689895,96.41016965222785,97.00643177763885,3326534
2019-07-26,95.98728963143404,96.58961512204648,95.79999773364429,96.08806230712432,366120
2019-07-29,92.91865963247662,93.0885533568147,92.9752650410796,93.07035860372149,2307318
2019-07-30,93.1109927058077,92.91328351569526,92.76640719675603,92.8714020362783,3551702
2019-07-31,91.57039183090262,91.84312217868545,91.3945446178977,91.43053889747253,3630062
2019-08-01,90.60871352183037,90.8728847871831,90.44382010414235,90.73452678377481,2321101
2019-08-02,89.58292239444538,90.1263979543965,89.56184182581923,89.57578647051518,1912823
2019-08-05,89.42235389258028,89.83664578780899,89.09644676622865,89.47606012478884,4207987
2019-08-06,86.97721675891337,87.78137730701035,86.71686864413377,87.17391785367502,1005209
2019-08-07,85.33244451847905,85.70416268280803,84.98138493898252,85.30213643454638,465685
2019-08-08,88.02376864106806,88.31382528157458,87.99913004142186,88.09697593555381,868529
2019-08-09,86.27328392056154,86.70613636440748,86.42630452589779,86.43795456272272,4025273
2019-08-12,84.80143248535627,85.72588251948369,84.96146370825451,85.05304193165607,2402525
2019-08-13,87.1818597892672,87.78099248113845,87.23639183712041,87.4553858663264,282940
2019-08-14,91.31012382765634,91.40299809545404,91.09138751319131,91.37800418415752,927001
2019-08-15,89.79785523276426,90.33660388191682,89.15496281252427,89.8131405258379,237543
2019-08-16,89.18879593256547,89.8082719300449,89.22561039909219,89.34520379109038,4090696
2019-08-19,89.94798215693034,89.86903147668633,89.63639287347156,89.83106892018043,2360447
2019-08-20,92.20646593282537,92.52985947283722,91.99613033843227,92.21855514758165,433504
2019-08-21,90.99564139093489,91.97295044745219,90.05616511443759,90.89077428582604,1184327
2019-08-22,90.55101982507156,91.05238070981937,90.22610797933737,90.58415746471228,3120629
2019-08-23,91.52973784947038,92.21605456954227,91.22435977376965,91.67405437925608,3009221
2019-08-26,92.32261236402945,92.45476439396893,91.49971225783612,92.30154590756682,4114507
2019-08-27,91.57790272318107,91.92299399374221,91.29673333414077,91.80975439684418,226503
2019-08-28,91.75201972388655,92.15016598536465,90.96063522267482,91.65313725833785,440058
2019-08-29,89.64090190785903,90.0566216828934,89.64332870810905,89.80923120738613,273408
2019-08-30,89.68019400709014,90.57982668342096,89.38519209755862,89.51580136618387,2030920
2019-09-02,89.12520761601877,89.5355333141824,88.68654621449129,89.18557835897377,3663027
2019-09-03,89.71380952357883,89.5854290250046,89.31462278165564,89.52356594494665,3348721
2019-09-04,88.60818353183704,88.89415688320281,88.4222532125883,88.80757842556287,1129809
2019-09-05,89.34351040954148,89.67843015110083,89.16456254045826,89.46478344854886,3320470
2019-09-06,90.9306732639132,91.22006360554631,90.6444704803982,90.86144866168017,3316443
2019-09-09,91.31412654809932,91.37801234668326,90.7367587680001,91.10085996450506,1037803
2019-09-10,91.9156459954363,91.70843789513658,91.45333890350027,91.61028894812779,3774618
2019-09-11,91.71845831555774,92.55751673773783,91.17987911055815,91.71087086176696,2169227
2019-09-12,92.07568845299882,91.94743022451318,91.65405315664484,91.73850438179372,390722
2019-09-13,90.72557752684246,90.96715364958251,90.20115961236031,90.77816796115535,2013846
2019-09-16,91.43801891666867,91.73496976995703,90.74360381456538,91.23752124808458,3871794
2019-09-17,90.96008564882985,91.41945701673586,90.95200817047264,91.13181096985842,3511437
2019-09-18,94.14578672120015,94.49398089198495,93.19938291259933,94.06673294347652,1415263
2019-09-19,95.89083330667297,96.4031533938917,96.15237892848057,96.342040277191,3808819
2019-09-20,96.7128980257648,98.41519637401146,96.74282034800511,96.93033040043218,2008775
2019-09-23,95.94542471817574,96.46851913286541,95.48874072806572,95.85595721579487,2355179
2019-09-24,94.05052314894999,95.18736372332846,94.18512271780628,94.29804398216741,524532
2019-09-25,96.108823355692,96.28923757172001,95.84519847964958,96.02682612361441,4985626
2019-09-26,96.60979218824498,97.39166757459111,95.97281883112078,96.43496367633566,4209286
2019-09-27,97.0637362321132,97.76124423711764,96.47692135415369,97.16115392893796,1055149
2019-09-30,94.49646295605389,94.68626631207138,93.4778834644332,94.67994377878894,2847571
2019-10-01,95.94402464945883,96.56566713081159,95.65198932179943,96.03510176928131,3923753
2019-10-02,96.5341257464006,96.85489286169971,96.49668506008553,96.72095432482094,2572859
2019-10-03,95.13254838114375,95.36997334586077,94.95658637163332,95.15180968756401,1132919
2019-10-04,94.5288331980921,94.68107530093987,93.7098365209986,94.50953612289076,4845918
2019-10-07,94.85451447792269,95.2436050684515,94.57370270861675,94.9126029125241,1417159
2019-10-08,95.3340104559421,96.09778890528857,94.69274251990392,95.01582919279618,1739078
2019-10-09,94.49255887146285,95.08813677589578,94.56701619030223,94.6287113843067,1920961
2019-10-10,94.77328922688046,95.25707130397231,94.31471558780183,94.51027974883401,4464818
2019-10-11,93.98585558758397,94.3923248955175,93.97391327023189,94.18198754916406,2550063
2019-10-14,94.43983173955262,94.96501535182709,93.68302083144283,94.42608753717253,3626470
2019-10-15,96.79091933372824,97.14311083779774,96.14446265223123,96.56243226198482,4515936
2019-10-16,93.1536282778598,93.14157451492746,92.34786694949783,92.94332408893537,4649787
2019-10-17,92.56362684064105,93.18110444533256,92.60685631210434,92.64149347921982,4296513
2019-10-18,93.0181229899251,93.34598021882752,92.70541059513506,92.91497441225022,4548230
2019-10-21,93.43506796377181,94.55723361356372,93.23440166275829,93.35642841382482,4746305
2019-10-22,92.76464166225297,93.2131687573445,92.55870346558163,92.86492448434528,4956046
2019-10-23,90.58841430406395,90.70649605114612,89.71804886919412,90.47695575364433,3251157
2019-10-24,91.28926321730694,91.08968248808281,90.86489343197564,90.95047412510203,745216
2019-10-25,93.4539057214285,93.59467425420583,93.158846307304,93.3658242786158,655237
2019-10-28,91.37295356764237,91.67573042139406,90.76934914010063,91.2695713597331,4000480
2019-10-29,92.61195875218016,93.76519321925717,92.1535797386213,92.48762671474358,1649098
2019-10-30,91.79159737039059,92.26068757839722,91.78683935629148,92.06059411932569,4042022
2019-10-31,92.08823124897182,92.17345790196596,91.99883298824066,92.00354664459518,4680205
2019-11-01,90.40486294341312,90.81248012750035,90.58895522499702,90.58907756739801,3257430
2019-11-04,90.0564176023359,91.03528613562209,90.04575288992064,90.16278930623317,3845068
2019-11-05,92.36351468039008,91.97201557939837,91.00405420308721,91.96586498846668,1466418
2019-11-06,92.75398379655763,93.40003352254904,92.64496880244009,92.80098965259234,2229237
2019-11-07,95.13153692806677,95.3971044890385,94.13975690668872,95.27257351159226,4829226
2019-11-08,97.22284054100835,97.40004567989705,96.8409875200003,96.99924126970014,4102578
2019-11-11,97.48439405642728,97.8058792899219,97.65101375495851,97.66951235790812,1101668
2019-11-12,100.19850172475705,100.97460851711534,100.26645585179374,100.28824348490166,4687977
2019-11-13,101.23336146051194,101.00934422199633,100.85691998701783,100.9811001364099,2547919
2019-11-14,102.28251363042858,102.5274662956444,102.2591004481651,102.2737656305268,4234952
2019-11-15,101.53225678971656,102.03691091432127,101.8235624153891,101.85035521722116,2655286
2019-11-18,102.09361692722626,102.12966250143485,101.67006250748408,101.98266190938689,3059079
2019-11-19,100.87157911589779,101.15604498721792,100.67800717562585,100.95162686747787,892963
2019-11-20,102.80769349093232,103.63708254140745,102.00639685566505,102.49204842468376,1759455
2019-11-21,100.60455706162095,100.86285637864826,99.20379818839493,100.72667545349793,3640391
2019-11-22,102.1606081785031,102.16008545071247,101.58137605745725,101.94627104241451,4227725
2019-11-25,102.04677217326561,102.32513649640765,101.63473068580508,101.68564616961913,535449
2019-11-26,103.34279036163063,104.10915710403839,102.74482186273008,103.51896789015483,476636
2019-11-27,104.68244085195508,104.72904339765155,104.66192395507782,104.72290851094705,3496179
2019-11-28,107.73823514086564,108.93747389211032,107.15223064175082,107.65456057463322,2290766
2019-11-29,108.68709271943024,109.15505460008684,108.63290915711026,108.87377766111481,4258215
